name,age,country,intMatches,matches,batInns,notOuts,runs,ballsFaced,foursScored,sixesScored,catches&stumpings,bowlInns,ballsBowled,runsConceded,wickets
Andrew Rasemene,27,South Africa,0,15,3,2,14,10,0,1,3,14,228,324,15
Jason Raubenheimer,23,South Africa,0,3,2,0,21,28,0,1,2,2,24,34,0
Heath Richards,21,South Africa,0,8,8,0,143,120,17,5,4,1,11,15,1
Joshua Richards,23,South Africa,0,10,10,0,170,166,18,4,2,0,0,0,0
Ryan Rickelton,26,South Africa,0,51,47,2,1030,823,96,35,33,1,24,14,1
Grant Roelofsen,26,South Africa,0,28,27,4,818,649,85,21,20,0,0,0,0
Diego Rosier,28,South Africa,0,71,56,9,1022,800,87,28,28,10,74,124,3
Danie Rossouw,27,South Africa,0,3,3,1,130,106,12,1,1,0,0,0,0
Rilee Rossouw,32,South Africa,18,255,246,38,6563,4596,639,250,110,5,28,29,2
Sahil Patel,24,South Africa,0,6,2,2,18,26,0,0,1,6,114,152,6
Juandre Scheepers,22,South Africa,0,3,3,0,34,45,0,1,0,3,54,75,2
Luke Schlemmer,27,South Africa,0,9,8,2,114,108,11,1,2,3,42,54,3
Blake Schraader,28,South Africa,0,6,6,0,34,38,5,1,0,2,30,30,3
Rudi Second,33,South Africa,0,51,43,8,967,858,80,22,35,0,0,0,0
Caleb Seleka,19,South Africa,0,12,2,1,17,25,2,0,3,12,210,262,10
Lesego Senokwane,25,South Africa,0,24,16,1,202,228,14,2,8,8,91,138,6
Tabraiz Shamsi,32,South Africa,55,189,37,23,70,128,1,1,27,184,3990,4812,219
Nyiko Shikwambana,24,South Africa,0,3,3,0,19,27,3,0,5,0,0,0,0
Malusi Siboto,34,South Africa,0,120,25,15,95,110,6,2,28,116,2205,2844,103
Andile Simelane,19,South Africa,0,3,3,0,28,34,4,0,1,3,42,52,0
Tumelo Simelane,27,South Africa,0,4,0,0,0,0,0,0,0,4,72,101,3
Kyle Simmonds,28,South Africa,0,17,13,6,95,80,9,2,8,16,348,351,19
Sinenhlanhla Zwane,22,South Africa,0,2,1,1,1,1,0,0,0,0,0,0,0
Lutho Sipamla,24,South Africa,9,44,8,5,16,27,1,0,21,40,780,1153,40
Siyabonga Mahima,26,South Africa,0,20,5,3,28,26,3,0,3,20,450,512,23
Daniel Smith,20,South Africa,0,2,1,0,17,23,2,0,2,0,0,0,0
Jade Smith,19,South Africa,0,3,3,0,27,22,5,0,0,1,6,13,0
Jason Smith,27,South Africa,0,54,47,8,981,824,64,26,20,32,453,668,30
JJ Smuts,33,South Africa,13,165,161,14,3851,3055,400,121,36,135,2375,2705,94
Jacques Snyman,28,South Africa,1,32,31,0,561,418,61,21,9,20,298,360,10
Jurie Snyman,27,South Africa,0,25,23,7,466,352,35,27,9,12,192,219,9
Kaden Solomons,18,South Africa,0,3,3,1,35,30,3,1,0,0,0,0,0
Joshua Stephenson,18,South Africa,0,2,2,1,7,16,0,0,0,2,36,57,2
Tristan Stubbs,21,South Africa,6,25,23,5,627,381,32,42,5,6,72,113,1
Glenton Stuurman,29,South Africa,1,23,11,3,46,52,1,1,5,23,462,524,30
Prenelan Subrayen,28,South Africa,0,79,36,17,342,282,15,18,17,73,1536,1668,69
Aubrey Swanepoel,33,South Africa,0,83,64,7,1146,863,113,34,32,64,1134,1336,43
Beyers Swanepoel,24,South Africa,0,6,5,2,78,42,8,4,5,6,108,152,2
Stefan Tait,26,South Africa,0,2,0,0,0,0,0,0,0,2,46,87,0
Ruan Terblanche,21,South Africa,0,1,1,0,28,25,0,1,0,0,0,0,0
Grant Thomson,34,South Africa,0,55,44,7,1018,794,65,35,15,42,652,830,22
Tumelo Tlhokwe,27,South Africa,0,12,4,1,24,22,0,0,4,11,160,162,14
Asakhe Tsaka,19,South Africa,0,2,1,0,18,19,1,0,0,2,42,45,2
Tsepo Ndwandwa,27,South Africa,0,12,5,2,22,29,1,0,2,12,228,282,12
Cebo Tshiki,32,South Africa,0,29,21,5,293,293,27,3,5,0,0,0,0
Yaseen Valli,27,South Africa,0,11,11,2,245,222,28,3,4,0,0,0,0
Yaseen Vallie,33,South Africa,0,59,47,12,848,772,73,4,12,26,330,429,18
Pite van Biljon,36,South Africa,10,93,80,20,1768,1371,122,77,19,0,0,0,0
Jhedli van Briesies,21,South Africa,0,2,2,1,46,32,4,1,2,0,0,0,0
Mitchell Van Buuren,24,South Africa,0,17,16,3,438,339,42,7,3,1,6,10,0
Nicky van den Bergh,33,South Africa,0,55,52,9,968,754,50,52,31,0,0,0,0
Rassie van der Dussen,33,South Africa,40,149,140,26,4258,3280,297,186,47,6,54,55,3
George Van Heerden,18,South Africa,0,3,3,0,80,72,5,2,0,0,0,0,0
Nealan van Heerden,25,South Africa,0,16,2,2,4,9,0,0,4,15,251,334,6
Joshua van Heerden,24,South Africa,0,11,11,2,211,199,21,5,3,0,0,0,0
Raynard van Tonder,23,South Africa,0,25,21,2,514,464,42,11,4,0,0,0,0
Tiaan van Vuuren,21,South Africa,0,9,7,5,53,30,2,4,2,9,185,286,5
Jonathan Vandiar,32,South Africa,0,70,68,6,1429,1204,150,39,12,0,0,0,0
Morne Venter,24,South Africa,0,3,3,1,69,56,5,2,1,2,27,30,2
Kyle Verreynne,25,South Africa,0,39,33,5,726,570,59,21,21,0,0,0,0
Dane Vilas,37,South Africa,1,209,179,42,3956,3048,292,125,142,0,0,0,0
Hardus Viljoen,33,South Africa,0,134,79,33,726,556,50,34,27,129,2799,3803,151
Hanu Viljoen,21,South Africa,0,1,1,0,3,9,0,0,0,0,0,0,0
Shaun von Berg,35,South Africa,0,52,25,12,184,169,19,2,9,50,1032,1196,60
Basheeru-Deen Walters,35,South Africa,0,76,18,9,68,80,6,1,18,76,1393,1767,58
Sean Whitehead,25,South Africa,0,9,4,2,13,14,1,0,4,9,168,192,4
Lizaad Williams,28,South Africa,6,57,14,12,53,53,2,2,16,56,1144,1378,72
Jordan Woolf,22,South Africa,0,3,2,1,10,6,0,1,2,1,6,15,0
Jerome Xaba,26,South Africa,0,3,1,1,4,1,0,0,0,3,18,33,0
Bamanye Xenxe,25,South Africa,0,9,6,1,69,63,3,2,2,8,120,161,8
Khaya Zondo,32,South Africa,0,125,102,20,2045,1858,155,48,39,26,295,373,14
Zubayr Hamza,27,South Africa,0,28,26,5,649,564,71,13,12,1,12,12,1
Lwandiswa Zuma,26,South Africa,0,23,8,5,24,34,0,1,3,23,366,570,17
Atif Mehmood,35,Spain,16,16,7,5,44,44,2,2,0,16,313,300,16
Awais Ahmed,31,Spain,23,23,18,2,352,306,31,13,26,0,0,0,0
Lorne Burns,29,Spain,9,9,6,1,88,70,8,2,2,9,180,169,15
Doyle-Calle,24,Spain,9,9,9,0,204,174,19,9,6,0,0,0,0
Hamza Dar,27,Spain,13,13,11,3,212,185,15,8,2,1,12,22,0
Paul Hennessy,31,Spain,13,13,11,1,223,197,13,9,1,7,102,118,10
Kuldeep Lal,26,Spain,11,11,5,1,88,64,6,2,4,6,78,135,4
Mohammad Atif,22,Spain,1,1,0,0,0,0,0,0,0,1,18,22,1
Mohammad Kamran,34,Spain,9,9,6,2,31,39,3,0,5,9,204,171,8
Muhammad Asjed,33,Spain,3,3,2,0,16,16,2,0,1,1,6,9,0
Christian Munoz-Mills,31,Spain,20,20,14,6,145,114,8,9,8,0,0,0,0
Ravi Panchal,28,Spain,18,18,15,5,244,261,10,7,8,12,216,197,8
Jack Perman,21,Spain,7,7,4,1,43,36,3,3,1,7,114,136,5
Raja Adeel Iqbal,34,Spain,16,16,3,1,1,3,0,0,2,16,312,262,15
Charlie Rumistrzewicz,17,Spain,9,9,4,2,7,17,0,0,4,9,200,144,13
Trembeath-Moro,24,Spain,8,8,7,2,137,152,10,4,6,0,0,0,0
Tom Vine,29,Spain,11,11,1,1,6,7,1,0,0,10,156,208,11
Yasir Ali,30,Spain,23,23,22,6,543,518,37,21,11,19,328,336,24
Zulqarnain Haider,33,Spain,11,11,4,1,8,12,0,0,1,11,168,151,8
Sandun Abeyawardhana,21,Sri Lanka,0,3,0,0,0,0,0,0,0,2,14,14,0
Kasun Abeyrathne,23,Sri Lanka,0,13,11,0,128,133,16,2,15,0,0,0,0
Lasith Abeyratne,29,Sri Lanka,0,50,41,6,670,600,49,16,30,2,18,13,0
Dilshan Abeysinghe,26,Sri Lanka,0,7,3,1,7,10,1,0,2,5,66,88,3
Lahiru Abeysinghe,18,Sri Lanka,0,4,3,1,16,12,2,0,2,3,54,58,2
Kasun Vidura,28,Sri Lanka,0,25,22,1,378,345,26,14,12,8,110,118,3
Pasindu Adithya,21,Sri Lanka,0,1,1,1,0,0,0,0,0,0,0,0,0
Nisala Akash,21,Sri Lanka,0,3,0,0,0,0,0,0,0,3,36,31,1
Sithum Akilanka,21,Sri Lanka,0,2,0,0,0,0,0,0,0,2,35,32,2
Aravinda Akurugoda,26,Sri Lanka,0,15,14,1,179,201,10,9,5,8,115,147,3
Malinga Amarasinghe,24,Sri Lanka,0,19,14,5,115,124,7,1,4,14,240,301,11
Tharindu Amarasinghe,18,Sri Lanka,0,7,7,0,61,68,6,2,2,0,0,0,0
Gihan Anjana,23,Sri Lanka,0,7,5,3,6,9,0,0,3,5,120,100,3
Krishan Sanjula,23,Sri Lanka,0,25,23,4,492,439,42,14,27,0,0,0,0
Sahan Arachchige,26,Sri Lanka,0,38,28,7,515,410,34,13,22,23,374,447,24
Reynold Aravinda,41,Sri Lanka,0,1,0,0,0,0,0,0,0,0,0,0,0
Lasindu Arosha,23,Sri Lanka,0,10,9,1,94,138,6,2,2,7,102,131,5
Charith Asalanka,25,Sri Lanka,20,60,58,8,1305,1040,111,50,17,22,329,379,18
Damidu Ashan,27,Sri Lanka,0,1,1,0,19,25,1,0,0,0,0,0,0
Sammu Ashan,24,Sri Lanka,0,43,38,13,469,405,23,21,12,13,174,151,10
Dulaj Ashen,21,Sri Lanka,0,4,2,1,9,16,0,0,2,1,12,16,0
Nimasara Atharagalla,23,Sri Lanka,0,15,4,3,7,8,0,0,3,15,219,272,20
Lahiru Attanayake,23,Sri Lanka,0,4,4,0,17,29,1,0,0,0,0,0,0
Dilanka Auwardt,31,Sri Lanka,0,21,12,7,49,84,1,0,5,21,436,454,22
Nadeera Balasooriya,22,Sri Lanka,0,8,5,1,73,57,3,5,0,4,60,56,2
Anjala Bandara,18,Sri Lanka,0,1,1,0,12,10,1,0,0,0,0,0,0
Sanjula Bandara,23,Sri Lanka,0,6,0,0,0,0,0,0,0,5,96,100,3
Shalaka Bandara,22,Sri Lanka,0,2,1,0,12,16,0,0,0,2,42,54,2
Sumith Bandara,28,Sri Lanka,0,1,1,0,0,1,0,0,0,1,12,24,0
Chaminda Bandara,35,Sri Lanka,1,25,5,4,25,28,1,1,4,24,433,497,29
Ashen Bandara,23,Sri Lanka,4,37,31,7,686,548,57,14,27,6,49,69,4
Kavin  Bandara,24,Sri Lanka,0,5,5,1,151,126,7,7,2,0,0,0,0
T Baskaran,21,Sri Lanka,0,4,2,0,1,8,0,0,0,0,0,0,0
Asantha Basnayake,35,Sri Lanka,0,23,17,1,214,200,10,8,12,3,36,47,0
Minod Bhanuka,27,Sri Lanka,5,79,74,10,1353,1145,119,47,74,0,0,0,0
Pathum Botheju,22,Sri Lanka,0,3,1,0,12,8,0,1,2,1,6,19,0
Rumesh Buddika,31,Sri Lanka,0,48,45,4,844,726,78,23,10,20,253,376,10
Akthab Cader,27,Sri Lanka,0,2,1,0,0,0,0,0,0,2,24,33,1
Dushmantha Chameera,30,Sri Lanka,50,103,47,21,188,192,15,7,21,102,2163,2912,99
Sithija Chamodh,19,Sri Lanka,0,7,6,2,105,100,4,2,0,0,0,0,0
Dinesh Chandimal,32,Sri Lanka,68,166,151,24,3869,3239,342,104,118,0,0,0,0
Gayan Bandara,32,Sri Lanka,0,10,3,3,1,2,0,0,1,10,177,129,8
Ron Chandraguptha,27,Sri Lanka,0,20,17,0,239,227,30,5,13,0,0,0,0
Yohan Chanuka,28,Sri Lanka,0,13,13,1,235,212,23,7,4,5,78,107,2
Poorna Charuka,25,Sri Lanka,0,11,7,4,38,41,0,2,1,9,93,153,6
Sanjaya Chathuranga,30,Sri Lanka,0,17,15,6,315,284,19,10,5,11,152,183,9
Sandaruwan Chinthaka,21,Sri Lanka,0,11,9,1,134,109,8,7,2,5,65,78,4
Harsha Cooray,38,Sri Lanka,0,42,40,7,920,890,83,23,12,1,24,55,0
Sangeeth Cooray,27,Sri Lanka,0,25,25,2,565,530,45,14,5,16,230,221,16
Lasith Croospulle,23,Sri Lanka,0,29,29,0,538,435,60,12,12,10,150,163,6
Amitha Dabare,20,Sri Lanka,0,2,2,0,15,11,0,2,0,2,30,35,1
Thanuka Dabare,23,Sri Lanka,0,11,11,2,175,125,11,9,7,6,128,114,8
Sudara Dakshina,27,Sri Lanka,0,6,4,1,1,7,0,0,4,6,112,113,6
Sachin Dalpethado,26,Sri Lanka,0,12,12,2,115,146,7,2,10,0,0,0,0
Akila Dananjaya,28,Sri Lanka,31,99,40,18,178,203,13,3,27,94,2024,2469,118
Ashian Daniel,21,Sri Lanka,0,14,6,3,23,35,1,0,3,13,240,260,16
Shevon Daniel,18,Sri Lanka,0,8,6,1,188,133,8,12,0,0,0,0,0
Sohan de Livera,21,Sri Lanka,0,4,4,0,64,59,6,1,3,0,0,0,0
Shalin de Mel,20,Sri Lanka,0,5,5,0,41,51,4,1,2,0,0,0,0
Amshi de Silva,20,Sri Lanka,0,5,3,1,11,10,2,0,3,4,60,122,0
Sasika Dilshan,22,Sri Lanka,0,5,1,1,1,2,0,0,1,5,102,95,5
Dhananjaya de Silva,30,Sri Lanka,23,79,72,8,1624,1279,155,44,31,45,619,756,26
Sajith Priyal,23,Sri Lanka,0,6,5,0,119,121,8,3,2,0,0,0,0
Malith de Silva,30,Sri Lanka,0,13,10,1,63,69,0,5,4,8,120,158,5
Chaturanga de Silva,32,Sri Lanka,2,113,88,10,1144,917,78,43,40,88,1602,1857,96
Vishad Randika,24,Sri Lanka,0,25,23,2,328,319,26,5,20,0,0,0,0
Wanindu Hasaranga de Silva,25,Sri Lanka,38,105,79,13,1080,808,110,26,45,99,2079,2331,146
Raveen de Silva,19,Sri Lanka,0,3,1,0,5,5,0,0,0,1,12,18,0
Senal de Silva,25,Sri Lanka,0,6,3,1,7,22,0,0,1,5,90,104,4
Thikshila de Silva,28,Sri Lanka,3,59,55,4,953,633,88,53,17,40,626,842,38
Lakmal de Silva,32,Sri Lanka,0,6,6,0,22,33,0,1,1,5,108,99,5
Hansa de Silva,24,Sri Lanka,0,6,4,2,1,5,0,0,3,6,120,148,8
Johanne de Zilva,21,Sri Lanka,0,7,6,0,86,86,8,2,3,4,48,47,4
Manelker De Silva,23,Sri Lanka,0,34,27,9,318,298,20,9,12,9,125,201,5
Chanaka Devinda,25,Sri Lanka,0,8,3,2,17,31,2,0,9,8,174,157,16
Koshan Danuska,29,Sri Lanka,0,18,18,4,204,164,14,9,7,17,260,257,11
Dhanushka Dharmasiri,30,Sri Lanka,0,23,23,1,407,344,37,7,18,8,120,159,10
Deshan Dias,30,Sri Lanka,0,18,15,6,256,268,17,2,20,0,0,0,0
Sahil Dias,19,Sri Lanka,0,2,2,0,25,29,1,1,2,0,0,0,0
Niroshan Dickwella,29,Sri Lanka,28,89,86,7,1696,1219,223,36,71,0,0,0,0
Thevindu Dickwella,19,Sri Lanka,0,1,1,0,23,19,2,1,0,0,0,0,0
Ashan Dilhara,21,Sri Lanka,0,4,3,0,14,21,1,0,1,4,54,68,4
Kavindu Dilhara,21,Sri Lanka,0,5,5,1,46,47,2,2,1,5,72,68,4
Chamath Wickramasingha,20,Sri Lanka,0,6,6,4,9,10,0,0,2,3,36,36,3
Mohomed Dilshad,30,Sri Lanka,0,27,6,5,3,13,0,0,8,27,570,714,33
Kavika Dilshan,22,Sri Lanka,0,8,3,1,18,30,2,0,2,7,96,137,2
Dinuka Dilshan,22,Sri Lanka,0,8,8,2,174,174,7,7,2,1,6,10,0
Thulina Dilshan,25,Sri Lanka,0,8,8,0,156,144,17,2,2,5,72,74,7
Pathum Dilshan,31,Sri Lanka,0,19,19,1,138,141,14,6,16,0,0,0,0
Sithum Disanayaka,22,Sri Lanka,0,6,2,1,36,30,1,2,1,6,107,114,10
Yugeesha Dishan,22,Sri Lanka,0,3,2,1,14,15,1,0,0,3,54,47,2
Bhagya Dissanayake,21,Sri Lanka,0,2,2,0,59,57,1,2,1,0,0,0,0
Chameera Dissanayake,26,Sri Lanka,0,17,7,5,19,36,0,0,2,16,316,318,17
Sachin Diwangana,25,Sri Lanka,0,2,2,0,6,14,0,0,2,2,30,39,1
Vinura Dulsara,22,Sri Lanka,0,15,15,1,108,144,7,1,12,0,0,0,0
Shashika Dulshan,22,Sri Lanka,0,4,0,0,0,0,0,0,0,3,42,60,2
Hashan Dumindu,27,Sri Lanka,0,33,30,4,638,527,50,19,17,1,18,29,0
Gihan Ebert,20,Sri Lanka,0,2,1,0,1,2,0,0,1,0,0,0,0
Lakshan Edirisinghe,29,Sri Lanka,0,27,23,2,424,366,38,10,13,9,120,81,10
Kavindu Ediriweera,23,Sri Lanka,0,5,5,0,66,89,2,0,1,2,12,16,0
Kasun Ekanayake,24,Sri Lanka,0,1,1,0,0,1,0,0,0,1,12,11,1
Madushanka Ekanayake,30,Sri Lanka,0,3,2,1,17,21,0,0,1,0,0,0,0
Amith Eranda,33,Sri Lanka,0,6,6,0,80,95,4,2,3,1,12,15,0
Ayon Fernando,21,Sri Lanka,0,1,1,0,7,11,0,0,0,0,0,0,0
Ashan Fernando,22,Sri Lanka,0,8,8,2,128,123,7,3,2,0,0,0,0
Nuwan Pradeep,35,Sri Lanka,16,74,24,17,48,83,4,1,19,72,1334,1798,77
Binura Fernando,27,Sri Lanka,9,60,29,9,228,216,13,8,6,59,1217,1437,77
Chamara Fernando,34,Sri Lanka,0,16,15,1,275,256,25,5,5,0,0,0,0
Chamalka Fernando,21,Sri Lanka,0,4,2,0,13,19,2,0,1,0,0,0,0
Deshan Fernando,24,Sri Lanka,0,12,8,3,41,62,2,0,1,12,228,265,13
Nuwanidu Fernando,22,Sri Lanka,0,22,21,4,546,442,39,19,7,2,18,16,0
Nawanjaya Fernando,25,Sri Lanka,0,3,1,0,1,9,0,0,0,2,24,24,0
Naveen Fernando,21,Sri Lanka,0,5,4,2,13,21,1,0,0,5,82,122,4
Ravindu Fernando,22,Sri Lanka,0,12,10,3,91,78,4,4,6,7,84,98,4
Shasheen Fernando,28,Sri Lanka,0,9,7,1,48,68,3,0,0,0,0,0,0
Saminda Fernando,26,Sri Lanka,0,24,17,5,214,199,21,4,5,0,0,0,0
Anuk Fernando,27,Sri Lanka,0,37,26,4,224,202,12,7,11,29,524,675,33
Shehan Fernando,29,Sri Lanka,0,45,44,1,1089,780,107,45,14,3,18,23,1
Vishara Fernando,18,Sri Lanka,0,5,4,0,25,40,2,1,4,0,0,0,0
Nimna Fernando,21,Sri Lanka,0,3,3,1,46,41,1,3,0,0,0,0,0
Asitha Fernando,25,Sri Lanka,0,28,8,5,24,25,4,0,4,27,526,713,32
Oshada Fernando,30,Sri Lanka,7,32,28,4,510,448,45,13,12,0,0,0,0
Nishan Madushka,22,Sri Lanka,0,29,28,5,713,664,65,16,21,0,0,0,0
Vishwa Fernando,30,Sri Lanka,1,19,4,0,11,17,1,0,1,19,273,364,16
Nayana Fernando,33,Sri Lanka,0,9,9,3,141,122,8,8,7,0,0,0,0
Sheshan Fernando,22,Sri Lanka,0,6,5,0,53,56,2,2,2,4,90,115,3
Shiran Fernando,29,Sri Lanka,0,23,8,5,28,20,1,2,7,21,437,542,32
Sudarshana Fernando,28,Sri Lanka,0,2,1,1,7,6,1,0,1,2,48,49,2
Avishka Fernando,24,Sri Lanka,32,83,80,6,1874,1417,155,96,24,0,0,0,0
Kavindu Irosh,23,Sri Lanka,0,21,19,6,143,143,11,6,15,0,0,0,0
Chanura Fernando,30,Sri Lanka,0,25,9,6,31,39,0,4,4,24,466,530,31
Sandun Fernando,23,Sri Lanka,0,2,2,0,11,22,1,0,1,0,0,0,0
Sheran Fonseka,20,Sri Lanka,0,2,2,1,4,6,0,0,1,0,0,0,0
Leo Fransisco,27,Sri Lanka,0,24,22,1,270,301,19,4,24,0,0,0,0
Nisala Tharaka,31,Sri Lanka,0,37,25,9,231,217,18,7,5,37,669,840,41
Rangika Gimhan,26,Sri Lanka,0,1,0,0,0,0,0,0,0,1,24,38,1
Sithara Gimhan,26,Sri Lanka,0,26,24,0,375,277,34,15,14,0,0,0,0
Asela Gunaratne,36,Sri Lanka,12,85,78,19,1545,1297,126,40,39,75,1182,1431,59
Lasen Gunaratne,20,Sri Lanka,0,1,0,0,0,0,0,0,0,1,12,28,0
Chamika Gunasekara,22,Sri Lanka,0,14,3,1,2,8,0,0,4,13,234,224,19
Vihan Gunasekare,23,Sri Lanka,0,4,3,1,54,66,2,3,1,1,6,4,1
Rahul Gunasekera,21,Sri Lanka,0,13,9,5,48,50,1,3,1,4,54,69,4
Nimesha Gunasinghe,27,Sri Lanka,0,13,11,4,125,133,7,4,4,3,23,43,0
Danushka Gunathilaka,31,Sri Lanka,39,122,119,9,2849,2226,302,94,45,48,683,860,31
Santhush Gunathilake,22,Sri Lanka,0,7,4,0,27,42,2,0,1,3,18,27,1
Tharaka Gunawardhana,27,Sri Lanka,0,4,1,1,0,0,0,0,1,4,60,83,1
Sithara Hapuhinna,22,Sri Lanka,0,2,2,0,28,24,3,1,0,0,0,0,0
Ayesh Harshana,22,Sri Lanka,0,5,3,0,22,38,0,1,2,2,29,30,3
Danal Hemananda,19,Sri Lanka,0,5,1,1,0,1,0,0,2,5,75,91,6
Dushan Hemantha,28,Sri Lanka,0,41,39,8,570,461,39,23,21,25,419,462,20
Bishan Hettiarchchi,24,Sri Lanka,0,5,1,0,0,1,0,0,0,3,54,67,3
Heshan Hettiarchchi,23,Sri Lanka,0,22,10,4,37,46,1,1,3,21,297,377,20
Pramud Hettiwatte,27,Sri Lanka,0,31,27,4,560,465,39,20,17,18,283,346,12
Shabik Ifthary,22,Sri Lanka,0,9,8,0,120,127,9,2,5,0,0,0,0
Lahiru Udara,28,Sri Lanka,0,43,40,2,786,598,90,24,35,0,0,0,0
Janindu Inuwara,22,Sri Lanka,0,8,5,2,8,28,0,0,0,5,74,102,7
Usman Ishak,28,Sri Lanka,0,3,1,0,1,1,0,0,0,3,49,112,5
Nadeera Ishan,21,Sri Lanka,0,4,1,1,4,5,0,0,1,4,54,42,5
Kavinda Ishwara,20,Sri Lanka,0,1,0,0,0,0,0,0,0,1,18,21,0
 Lahiru Jayakody,27,Sri Lanka,0,15,13,1,210,199,12,9,0,1,18,26,1
Dilan Jayalath,25,Sri Lanka,0,10,10,1,213,234,22,2,5,0,0,0,0
Methsith Jayamanne,24,Sri Lanka,0,10,7,1,37,67,0,1,0,1,6,7,0
Charith Jayampathi,31,Sri Lanka,0,49,33,9,180,180,7,11,11,47,796,1220,41
Ishan Jayaratne,33,Sri Lanka,0,65,42,19,636,425,35,38,14,59,1209,1454,77
Lahiru Jayaratne,30,Sri Lanka,0,51,29,8,167,189,6,8,23,44,758,918,35
Harindu Jayasekera,19,Sri Lanka,0,4,4,0,80,66,14,1,3,0,0,0,0
Ranmith Jayasena,22,Sri Lanka,0,11,10,1,81,72,5,3,0,1,6,4,0
Prabath Jayasuriya,30,Sri Lanka,0,56,15,8,38,54,1,1,22,52,1114,1082,73
Charuka Jayathilake,20,Sri Lanka,0,2,2,0,8,12,1,0,2,2,30,42,2
Chathuranga Jayathilake,31,Sri Lanka,0,10,8,1,66,69,5,3,1,0,0,0,0
Sachitha Jayathilake,25,Sri Lanka,0,31,28,7,419,378,23,18,7,23,432,496,19
Dunith Jayatunga,21,Sri Lanka,0,8,8,0,83,105,3,1,4,0,0,0,0
Sadeesh Jayawardena,18,Sri Lanka,0,4,4,0,27,57,1,0,7,0,0,0,0
Mithun Jayawickrama,32,Sri Lanka,0,35,29,5,332,294,16,21,16,24,436,545,19
Praveen Jayawickrama,23,Sri Lanka,5,20,7,5,13,14,2,0,7,19,355,352,16
Malinda Jayod,23,Sri Lanka,0,5,5,0,29,24,4,0,1,3,48,80,3
Thaveesha Kahaduwaarachchi,21,Sri Lanka,0,13,12,0,254,261,23,2,2,0,0,0,0
Vihanga Kalhara,29,Sri Lanka,0,10,7,2,37,40,2,0,1,6,90,101,3
Chihan Kalindu,21,Sri Lanka,0,2,2,0,13,17,0,0,0,0,0,0,0
Dilshan Kanchana,27,Sri Lanka,0,18,18,1,251,299,17,3,5,8,108,136,6
Sameen Kandanearachchi,34,Sri Lanka,0,30,29,2,478,427,55,9,33,0,0,0,0
Nipuna Kariyawasam,30,Sri Lanka,0,17,13,6,57,63,4,3,7,15,255,373,17
Chamika Karunaratne,26,Sri Lanka,25,62,51,25,481,410,37,17,27,52,860,1194,36
Amartya Kaul,23,Sri Lanka,0,7,6,0,122,133,6,4,1,0,0,0,0
Tharindu Kaushal,29,Sri Lanka,0,37,20,6,162,133,15,5,7,35,649,741,32
Supun Kavinda,23,Sri Lanka,0,13,11,0,215,181,12,10,6,6,132,133,12
Kevin Koththigoda,23,Sri Lanka,0,18,15,4,94,130,2,2,8,12,185,230,11
Kawsitha Kodithuwakku,20,Sri Lanka,0,4,4,1,55,45,3,4,0,0,0,0,0
Dilshan  Kollure,24,Sri Lanka,0,5,5,1,125,118,8,1,0,0,0,0,0
Chanaka Komasaru,38,Sri Lanka,0,11,5,4,1,5,0,0,3,11,222,182,16
Sahan Kosala,20,Sri Lanka,0,5,5,1,54,50,1,1,6,0,0,0,0
Ruchira Koshitha,21,Sri Lanka,0,1,0,0,0,0,0,0,0,1,12,26,1
Mahesh Kumara,23,Sri Lanka,0,16,10,1,159,132,10,4,19,0,0,0,0
Chathuranga Kumara,30,Sri Lanka,0,42,33,7,383,304,25,18,7,34,523,733,27
Lahiru Kumara,25,Sri Lanka,19,38,12,7,22,21,4,0,3,37,764,1078,45
Suranga Lakmal,35,Sri Lanka,11,66,31,16,143,131,12,5,18,64,1275,1716,69
Chathura Lakshan,27,Sri Lanka,0,25,17,5,115,157,3,3,15,19,331,377,19
Lisula Lakshan,26,Sri Lanka,0,11,9,0,150,157,13,2,15,0,0,0,0
Suminda Lakshan,25,Sri Lanka,0,22,12,2,173,154,9,3,15,18,330,411,13
Umesh Lakshan,22,Sri Lanka,0,7,6,1,72,77,4,1,2,0,0,0,0
Dhananjaya Lakshan,23,Sri Lanka,0,47,40,5,526,435,40,19,18,32,527,758,32
Muditha Lakshan,21,Sri Lanka,0,16,15,6,361,254,27,15,1,8,167,146,13
Supun Leelaratne,41,Sri Lanka,0,16,15,2,123,152,9,1,4,0,0,0,0
Abisheak Liyanaarachchi,19,Sri Lanka,0,5,5,0,147,145,14,4,3,0,0,0,0
Pramod Madushan,28,Sri Lanka,0,29,11,3,45,49,3,1,8,27,528,626,37
Ranitha Liyanarachchi,28,Sri Lanka,0,16,15,0,357,282,28,15,8,11,149,252,10
Dilasri Lokubandara,28,Sri Lanka,0,15,14,0,204,178,20,2,10,0,0,0,0
Heshan Madhushanka,22,Sri Lanka,0,4,2,1,7,9,0,0,1,4,72,53,3
Malindu Maduranga,24,Sri Lanka,0,24,24,2,296,277,31,9,13,0,0,0,0
Danushka Madushanka,32,Sri Lanka,0,8,5,4,14,20,0,1,1,8,144,113,9
Malka Madusanka,26,Sri Lanka,0,3,2,1,8,19,0,0,0,3,48,44,5
Udith Madushan,25,Sri Lanka,0,15,7,5,23,29,2,0,2,15,281,329,20
Sandun Madushanka,20,Sri Lanka,0,7,3,2,5,10,0,0,0,5,86,55,8
